Id,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Porch Area,Full Bathrooms,Half Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished
175,1-STORY 1946 & NEWER,47.0,12416,Level,Timberland,Normal,6,5,1986,132.0,1398,0,1651,0,3,Average,7,1,Finished,2,Normal Sale,184000,192,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
176,1-STORY 1946 & NEWER,84.0,12615,Level,Edwards,Normal,6,7,1950,0.0,477,725,2158,0,4,Good,7,1,Unfinished,2,Normal Sale,243000,68,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,2-STORY 1946 & NEWER,97.0,10029,Level,Clear Creek,Normal,6,5,1988,268.0,831,320,1164,896,4,Average,8,1,Unfinished,2,Normal Sale,211000,420,2,2,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,1-1/2 STORY ALL AGES,0.0,13650,Level,Sawyer,Normal,5,5,1958,0.0,57,554,1252,668,4,Good,8,1,Unfinished,2,Normal Sale,172500,0,3,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,1-STORY 1945 & OLDER,60.0,8520,Level,Old Town,Normal,5,6,1923,0.0,0,968,968,0,2,Average,5,0,Unfinished,2,Normal Sale,100000,184,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,2-STORY PUD,0.0,2117,Level,Somerset,Normal,6,5,2000,456.0,436,320,769,756,3,Good,5,1,Unfinished,2,Normal Sale,177000,0,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,2-STORY 1945 & OLDER,54.0,7588,Level,Crawford,Normal,7,6,1920,0.0,352,441,901,901,4,Average,9,1,Unfinished,1,Normal Sale,200100,40,1,1,0,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,1-STORY 1946 & NEWER,60.0,9060,Level,Edwards,Adjacent Arterial St,5,6,1957,98.0,0,0,1340,0,3,Average,7,1,Rough Finished,1,Normal Sale,120000,296,1,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
184,1-1/2 STORY ALL AGES,63.0,11426,Level,Old Town,Normal,7,5,2003,0.0,0,1362,1362,720,3,Good,6,0,Unfinished,2,Normal Sale,200000,518,2,1,0,0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,1-1/2 STORY ALL AGES,92.0,7438,Level,Brookside,Adjacent Railroad,5,8,1908,0.0,0,504,936,316,3,Average,5,0,Unfinished,2,Normal Sale,127000,104,1,0,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
187,SPLIT OR MULTI-LEVEL,0.0,9947,Level,Mitchell,Normal,7,5,1990,0.0,611,577,1217,0,3,Good,6,0,Unfinished,2,Normal Sale,173000,195,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,1-1/2 STORY ALL AGES,60.0,10410,Level,Old Town,Normal,5,7,1916,0.0,0,660,808,704,3,Average,8,0,Unfinished,1,Normal Sale,135000,140,2,1,0,0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,DUPLEX,64.0,7018,Banked,Sawyer West,Adjacent Feeder St,5,5,1979,275.0,1086,0,1224,0,2,Average,6,2,Unfinished,2,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",153337,120,2,2,0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
190,1-STORY PUD,41.0,4923,Level,Stone Brook,Normal,8,5,2001,0.0,1153,440,1593,0,0,Excellent,5,1,Finished,2,Normal Sale,286000,344,2,1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,2-STORY 1945 & OLDER,70.0,10570,Banked,Crawford,Normal,8,8,1932,0.0,297,556,1549,1178,3,Good,10,2,Unfinished,2,Normal Sale,315000,74,2,1,0,0,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,2-STORY 1946 & NEWER,0.0,7472,Level,North Ames,Normal,7,9,1972,138.0,626,99,725,754,4,Good,7,0,Finished,2,Normal Sale,184000,32,2,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
193,1-STORY 1946 & NEWER,68.0,9017,Level,College Creek,Normal,7,5,1999,0.0,560,871,1431,0,3,Good,6,0,Finished,2,Normal Sale,192000,35,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
194,2-STORY PUD,24.0,2522,Level,Edwards,Normal,7,5,2004,50.0,0,970,970,739,3,Good,7,0,Unfinished,2,Normal Sale,130000,40,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,1-STORY 1946 & NEWER,60.0,7180,Level,College Creek,Normal,5,7,1972,0.0,390,474,864,0,3,Average,5,0,Unfinished,1,Normal Sale,127000,0,1,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,2-STORY PUD,24.0,2280,Level,Northpark Villa,Normal,6,6,1976,0.0,566,289,855,601,3,Average,7,1,Unfinished,2,Normal Sale,148500,87,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,1-STORY 1946 & NEWER,79.0,9416,Level,Somerset,Normal,7,5,2007,205.0,1126,600,1726,0,3,Excellent,8,1,Finished,3,Home was not completed when last assessed (associated with New Homes),311872,575,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
198,2-1/2 STORY ALL AGES,174.0,25419,Level,North Ames,Adjacent Arterial St,8,4,1918,0.0,1036,140,1360,1360,4,Good,8,1,Unfinished,2,"Abnormal Sale -  trade, foreclosure, short sale",235000,568,3,1,1,0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
199,2-1/2 STORY ALL AGES,92.0,5520,Level,Old Town,Normal,6,6,1912,0.0,0,755,929,929,5,Average,8,0,No Garage,0,"Abnormal Sale -  trade, foreclosure, short sale",104000,228,1,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,1-STORY 1946 & NEWER,76.0,9591,Level,Northridge Heights,Normal,8,5,2004,262.0,1088,625,1713,0,3,Excellent,7,1,Finished,3,Normal Sale,274900,196,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,1-STORY 1946 & NEWER,80.0,8546,Level,Edwards,Normal,4,5,2003,0.0,0,1121,1121,0,2,Average,5,0,Rough Finished,2,Normal Sale,140000,196,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202,1-STORY 1946 & NEWER,75.0,10125,Level,Mitchell,Normal,6,6,1977,0.0,641,276,1279,0,3,Average,6,2,Unfinished,2,Normal Sale,171500,321,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,1-1/2 STORY ALL AGES,50.0,7000,Level,Old Town,Adjacent Arterial St,6,6,1924,0.0,617,0,865,445,2,Average,6,0,Unfinished,1,Normal Sale,112000,126,2,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
204,1-STORY PUD,0.0,4438,Level,College Creek,Normal,6,5,2004,205.0,662,186,848,0,1,Good,3,1,Rough Finished,2,Normal Sale,149000,149,2,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205,1-1/2 STORY ALL AGES,50.0,3500,Level,Old Town,Normal,5,7,1947,0.0,312,408,720,564,2,Average,5,0,Unfinished,1,Normal Sale,110000,35,1,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,1-STORY 1946 & NEWER,99.0,11851,Level,Gilbert,Normal,7,5,1990,0.0,0,1424,1442,0,3,Average,5,0,Rough Finished,2,Normal Sale,180500,542,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207,1-STORY 1946 & NEWER,40.0,13673,Level,Sawyer,Adjacent Railroad,5,5,1962,0.0,0,1140,1696,0,3,Average,8,1,Rough Finished,1,Normal Sale,143900,30,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
208,1-STORY 1946 & NEWER,0.0,12493,Level,North Ames,Normal,4,5,1960,0.0,419,375,1100,0,3,Average,6,1,Rough Finished,1,Normal Sale,141000,355,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
209,2-STORY 1946 & NEWER,0.0,14364,Depression,Sawyer West,Normal,7,5,1988,128.0,1065,92,1180,882,3,Average,7,1,Finished,2,Normal Sale,277000,269,3,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,1-STORY 1946 & NEWER,75.0,8250,Level,North Ames,Normal,6,7,1964,260.0,787,305,1092,0,3,Average,6,0,Rough Finished,2,Normal Sale,145000,0,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211,1-STORY 1945 & OLDER,67.0,5604,Level,Edwards,Normal,5,6,1925,0.0,468,396,864,0,2,Average,5,0,No Garage,0,Normal Sale,98000,96,2,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1-STORY 1946 & NEWER,83.0,10420,Level,Edwards,Normal,6,5,2009,0.0,36,1176,1212,0,3,Good,6,0,Rough Finished,2,Normal Sale,186000,122,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213,2-STORY 1946 & NEWER,72.0,8640,Level,Somerset,Normal,7,5,2009,0.0,822,78,932,920,3,Good,7,1,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),252678,276,3,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
214,1-STORY 1946 & NEWER,43.0,13568,Level,College Creek,Normal,5,5,1995,0.0,716,274,990,0,3,Average,5,0,Unfinished,2,Normal Sale,156000,224,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,2-STORY 1946 & NEWER,0.0,10900,Level,College Creek,Normal,6,7,1977,153.0,378,311,689,703,3,Average,6,0,Finished,1,Normal Sale,161750,36,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,1-STORY 1946 & NEWER,72.0,10011,Level,North Ames,Normal,5,6,1957,64.0,360,710,1236,0,2,Good,6,1,Unfinished,1,Normal Sale,134450,0,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,1-STORY 1946 & NEWER,65.0,8450,Level,College Creek,Normal,7,5,2004,266.0,946,490,1436,0,3,Good,8,0,Unfinished,2,Normal Sale,210000,237,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,2-STORY 1945 & OLDER,57.0,9906,Level,Old Town,Normal,4,4,1925,0.0,0,686,810,518,3,Average,8,0,Unfinished,1,Sale between family members,107000,232,1,0,0,0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
219,1-1/2 STORY ALL AGES,0.0,15660,Level,Crawford,Normal,7,9,1939,312.0,341,457,1137,817,3,Good,8,2,Unfinished,2,Normal Sale,311500,269,1,2,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,1-STORY PUD,43.0,3010,Level,Bloomington Heights,Normal,7,5,2005,16.0,16,1232,1248,0,2,Good,5,0,Finished,2,Home was not completed when last assessed (associated with New Homes),167240,108,2,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
221,1-STORY 1946 & NEWER,73.0,8990,Level,College Creek,Normal,7,5,2006,0.0,0,1498,1498,0,2,Good,5,0,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),204900,384,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
222,2-STORY 1946 & NEWER,0.0,8068,Level,Gilbert,Normal,6,5,2002,0.0,0,1010,1010,1257,4,Good,8,1,Rough Finished,2,Normal Sale,200000,166,2,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223,2-STORY 1946 & NEWER,85.0,11475,Level,Northwest Ames,Adjacent Railroad,6,6,1975,0.0,550,163,811,741,3,Average,6,1,Rough Finished,2,Normal Sale,179900,417,3,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
224,1-STORY 1946 & NEWER,70.0,10500,Level,North Ames,Normal,4,6,1971,0.0,524,160,864,0,2,Average,4,0,Unfinished,2,"Abnormal Sale -  trade, foreclosure, short sale",97000,216,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
225,1-STORY 1946 & NEWER,103.0,13472,Level,Northridge Heights,Normal,10,5,2003,922.0,56,2336,2392,0,3,Excellent,8,1,Finished,3,Normal Sale,386250,353,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,2-STORY PUD,21.0,1680,Level,Briardale,Normal,5,5,1971,142.0,0,630,630,672,3,Average,6,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",112000,0,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
227,2-STORY 1946 & NEWER,82.0,9950,Level,Northridge,Normal,7,5,1995,290.0,565,638,1214,1306,4,Good,9,1,Rough Finished,3,"Abnormal Sale -  trade, foreclosure, short sale",290000,338,2,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
228,2-STORY PUD,21.0,1869,Level,Briardale,Normal,6,6,1970,127.0,321,162,483,504,2,Average,5,0,Unfinished,1,Normal Sale,106000,0,1,1,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,1-STORY 1946 & NEWER,70.0,8521,Level,Sawyer,Adjacent Feeder St,5,5,1967,0.0,842,70,912,0,3,Average,5,1,Unfinished,1,Normal Sale,125000,0,1,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
230,1-STORY PUD,43.0,3182,Level,Bloomington Heights,Normal,7,5,2005,16.0,16,1357,1555,0,2,Good,7,1,Finished,2,Normal Sale,192500,163,2,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,1-STORY 1946 & NEWER,73.0,8760,Level,North Ames,Normal,6,6,1959,220.0,0,1194,1194,0,3,Average,6,0,Rough Finished,1,Normal Sale,148000,120,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
232,2-STORY 1946 & NEWER,174.0,15138,Level,Northridge,Normal,8,5,1995,506.0,689,773,1490,1304,4,Excellent,9,1,Finished,3,Normal Sale,403000,348,3,1,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,2-STORY PUD,21.0,1680,Level,Briardale,Normal,6,5,1972,297.0,0,483,483,504,2,Average,5,1,Unfinished,1,Normal Sale,94500,0,1,1,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,1-STORY 1946 & NEWER,75.0,10650,Level,College Creek,Normal,5,6,1976,0.0,182,0,894,0,3,Average,5,0,Unfinished,1,Normal Sale,128200,365,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,2-STORY 1946 & NEWER,0.0,7851,Level,Gilbert,Normal,6,5,2002,0.0,625,235,860,1100,4,Good,8,2,Finished,2,Normal Sale,216500,336,3,1,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
236,2-STORY PUD,21.0,1680,Level,Briardale,Normal,6,3,1971,604.0,358,125,483,504,2,Average,5,0,Unfinished,1,Normal Sale,89500,0,1,1,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,1-STORY 1946 & NEWER,65.0,8773,Level,College Creek,Normal,7,5,2004,98.0,24,1390,1414,0,3,Good,6,0,Rough Finished,2,Normal Sale,185500,237,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
238,2-STORY 1946 & NEWER,0.0,9453,Level,Sawyer West,Near Railroad,7,7,1993,0.0,402,594,1014,730,3,Good,7,0,Rough Finished,2,Normal Sale,194500,678,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
239,1-STORY 1946 & NEWER,93.0,12030,Level,Northridge Heights,Normal,8,5,2007,254.0,0,1694,1694,0,3,Good,7,0,Finished,3,Home was not completed when last assessed (associated with New Homes),318000,396,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
240,1-1/2 STORY ALL AGES,52.0,8741,Level,Edwards,Normal,6,4,1945,0.0,94,641,798,689,3,Average,7,1,Unfinished,1,Normal Sale,113000,140,1,1,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
