,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Total Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Sale Price Cat,Porch Area,Full Bathrooms,Half Bathrooms,Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished,Kitchen Quality Num,School_Name,School_Index,Comprehensive_Decision,Targeted_Decision,Growth,Percent Proficient,Percent_Male,Percent_Female,Percent_EL,Percent_FRL,Percent_IEP,Percent_Asian,Percent_Black,Percent_PacIs,Percent_Hispanic,Percent_Multi,Percent_NatAm,Percent_White,Percent_Foster_Care,Percent_Military_Connected,Percent_Migrant,Percent_Homeless,sch_Edwards,sch_Fellows,sch_Gilbert,sch_Meeker,sch_Mitchell,sch_Sawyer
286,1-STORY PUD,0,4500,Level,Mitchell,Normal,6,5,1999,425,883,341,1224,0,1224,2,Average,5,0,Finished,2,Normal Sale,165000,132K up to 165K,304,3,0,3,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Mitchell,48.6,0,0,36.5,71.37,50.5,49.5,7.3,47.6,13.6,3.2,10.4,0.3,13.2,5.4,0,67.5,0.6,0,0,4.1,0,0,0,0,1,0
287,SPLIT OR MULTI-LEVEL,0,12328,Level,Mitchell,Normal,6,5,1976,335,539,473,1034,0,1034,3,Average,6,0,Unfinished,3,Normal Sale,169900,165K up to 215K,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Mitchell,48.6,0,0,36.5,71.37,50.5,49.5,7.3,47.6,13.6,3.2,10.4,0.3,13.2,5.4,0,67.5,0.6,0,0,4.1,0,0,0,0,1,0
288,1-STORY 1946 & NEWER,62,9858,Level,Mitchell,Normal,5,6,1968,0,510,354,874,0,874,3,Average,5,0,Rough Finished,1,Normal Sale,130000,Less than 132K,33,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Mitchell,48.6,0,0,36.5,71.37,50.5,49.5,7.3,47.6,13.6,3.2,10.4,0.3,13.2,5.4,0,67.5,0.6,0,0,4.1,0,0,0,0,1,0
289,DUPLEX,94,9400,Depression,Mitchell,Normal,6,5,1971,0,0,912,912,912,1824,4,Average,8,0,No Garage,0,Normal Sale,139000,132K up to 165K,128,2,2,3,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Mitchell,48.6,0,0,36.5,71.37,50.5,49.5,7.3,47.6,13.6,3.2,10.4,0.3,13.2,5.4,0,67.5,0.6,0,0,4.1,0,0,0,0,1,0
290,1-STORY 1946 & NEWER,60,6600,Level,Mitchell,Normal,5,9,1982,0,641,175,816,0,816,3,Good,5,1,Unfinished,1,Normal Sale,130500,Less than 132K,0,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Mitchell,48.6,0,0,36.5,71.37,50.5,49.5,7.3,47.6,13.6,3.2,10.4,0.3,13.2,5.4,0,67.5,0.6,0,0,4.1,0,0,0,0,1,0
291,1-STORY 1946 & NEWER,0,8780,Level,Mitchell,Normal,5,5,1985,0,625,208,833,0,833,3,Average,5,0,No Garage,0,Normal Sale,112000,Less than 132K,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Mitchell,48.6,0,0,36.5,71.37,50.5,49.5,7.3,47.6,13.6,3.2,10.4,0.3,13.2,5.4,0,67.5,0.6,0,0,4.1,0,0,0,0,1,0
292,1-STORY 1946 & NEWER,80,17400,Depression,Mitchell,Normal,5,5,1977,0,936,190,1126,0,1126,3,Average,5,1,Rough Finished,2,Normal Sale,160000,132K up to 165K,336,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Mitchell,48.6,0,0,36.5,71.37,50.5,49.5,7.3,47.6,13.6,3.2,10.4,0.3,13.2,5.4,0,67.5,0.6,0,0,4.1,0,0,0,0,1,0
293,1-STORY 1946 & NEWER,0,26142,Level,Mitchell,Normal,5,7,1962,189,593,595,1188,0,1188,3,Average,6,0,Unfinished,1,Normal Sale,157900,132K up to 165K,300,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Mitchell,48.6,0,0,36.5,71.37,50.5,49.5,7.3,47.6,13.6,3.2,10.4,0.3,13.2,5.4,0,67.5,0.6,0,0,4.1,0,0,0,0,1,0
294,1-STORY 1946 & NEWER,90,17217,Level,Mitchell,Normal,5,5,2006,0,0,1140,1140,0,1140,3,Average,6,0,No Garage,0,"Abnormal Sale -  trade, foreclosure, short sale",84500,Less than 132K,92,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Mitchell,48.6,0,0,36.5,71.37,50.5,49.5,7.3,47.6,13.6,3.2,10.4,0.3,13.2,5.4,0,67.5,0.6,0,0,4.1,0,0,0,0,1,0
295,1-STORY 1946 & NEWER,75,10084,Level,Somerset,Normal,8,5,2004,186,1369,317,1694,0,1694,3,Good,7,1,Rough Finished,2,Normal Sale,307000,215K or more,312,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
296,1-STORY 1946 & NEWER,84,11096,Level,Somerset,Normal,8,5,2006,0,24,1632,1656,0,1656,3,Good,7,0,Rough Finished,3,Normal Sale,249700,215K or more,146,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
297,2-STORY PUD,24,2645,Level,Somerset,Normal,8,5,1999,456,649,321,983,756,1739,3,Good,7,0,Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",172500,165K up to 215K,115,3,1,3.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
298,1-STORY 1946 & NEWER,78,10206,Level,Somerset,Normal,8,5,2007,468,33,1530,1563,0,1563,3,Good,6,1,Rough Finished,3,Normal Sale,245000,215K or more,243,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
299,2-STORY PUD,40,3951,Level,Somerset,Normal,6,5,2009,76,0,612,612,612,1224,2,Good,4,0,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),164500,132K up to 165K,234,2,1,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
300,2-STORY 1946 & NEWER,75,9375,Level,Somerset,Normal,8,5,2003,768,0,1053,1053,939,1992,3,Good,9,1,Rough Finished,2,Normal Sale,250000,215K or more,185,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
301,2-STORY PUD,34,3230,Level,Somerset,Normal,6,5,1999,1129,419,310,729,729,1458,2,Average,5,1,Unfinished,2,Normal Sale,176000,165K up to 215K,32,2,1,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
302,2-STORY 1946 & NEWER,100,12552,Level,Somerset,Normal,7,5,2004,0,222,769,991,956,1947,3,Good,8,1,Rough Finished,2,Normal Sale,254900,215K or more,136,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
303,2-STORY PUD,0,2117,Level,Somerset,Normal,6,5,2000,456,436,320,769,756,1525,3,Good,5,1,Unfinished,2,Normal Sale,177000,165K up to 215K,0,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
304,1-STORY 1946 & NEWER,79,9416,Level,Somerset,Normal,7,5,2007,205,1126,600,1726,0,1726,3,Excellent,8,1,Finished,3,Home was not completed when last assessed (associated with New Homes),311872,215K or more,575,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
305,2-STORY 1946 & NEWER,72,8640,Level,Somerset,Normal,7,5,2009,0,822,78,932,920,1852,3,Good,7,1,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),252678,215K or more,276,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
306,1-STORY 1946 & NEWER,75,9000,Level,Somerset,Normal,8,5,2008,36,1078,488,1566,0,1566,3,Good,7,0,Rough Finished,2,Normal Sale,262500,215K or more,312,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
307,2-STORY 1946 & NEWER,64,8791,Level,Somerset,Normal,6,5,2003,0,503,361,864,864,1728,3,Good,7,0,Rough Finished,2,Normal Sale,207500,165K up to 215K,272,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
308,2-STORY 1946 & NEWER,84,10728,Level,Somerset,Normal,8,5,2006,0,0,1095,1095,844,1939,3,Good,8,1,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),266000,215K or more,243,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
309,1-STORY 1946 & NEWER,60,7200,Level,Somerset,Normal,6,5,2006,68,905,357,1262,0,1262,2,Good,5,0,Finished,2,Home was not completed when last assessed (associated with New Homes),185000,165K up to 215K,120,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
310,1-STORY 1946 & NEWER,74,9612,Level,Somerset,Adjacent Feeder St,8,5,2008,72,0,1468,1468,0,1468,3,Good,6,1,Finished,3,Home was not completed when last assessed (associated with New Homes),244600,215K or more,360,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
311,2-STORY PUD,35,4251,Level,Somerset,Normal,7,5,2006,0,0,625,625,625,1250,2,Good,5,0,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),164700,132K up to 165K,54,2,1,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
312,2-STORY 1946 & NEWER,66,7399,Level,Somerset,Normal,7,5,1997,1600,649,326,975,975,1950,3,Good,7,1,Rough Finished,2,Normal Sale,239000,215K or more,208,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
313,2-STORY 1946 & NEWER,75,9000,Level,Somerset,Normal,8,5,2006,0,0,1088,1088,871,1959,3,Good,8,1,Rough Finished,3,Normal Sale,270000,215K or more,254,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
314,2-STORY 1946 & NEWER,102,11143,Level,Somerset,Normal,8,5,2004,0,0,1580,1580,886,2466,4,Good,8,1,Rough Finished,2,Normal Sale,340000,215K or more,373,3,0,3,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
315,1-STORY 1946 & NEWER,60,7200,Level,Somerset,Normal,7,5,2006,0,0,1293,1301,0,1301,2,Good,5,1,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),187750,165K up to 215K,337,3,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
316,2-STORY 1946 & NEWER,65,8125,Level,Somerset,Normal,7,5,2006,100,812,280,1112,438,1550,2,Good,7,0,Finished,2,Normal Sale,241000,215K or more,168,3,0,3,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
317,2-STORY 1946 & NEWER,85,10800,Level,Somerset,Normal,8,5,2007,100,789,245,1050,1028,2078,3,Excellent,8,1,Finished,3,Home was not completed when last assessed (associated with New Homes),339750,215K or more,102,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
318,1-STORY 1946 & NEWER,0,4403,Level,Somerset,Normal,7,5,2009,432,578,892,1478,0,1478,2,Good,7,1,Finished,2,Home was not completed when last assessed (associated with New Homes),222000,215K or more,144,3,1,3.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
319,2-STORY 1946 & NEWER,75,9000,Level,Somerset,Normal,8,5,2008,0,0,768,786,804,1590,3,Good,6,0,Rough Finished,2,Normal Sale,210000,165K up to 215K,30,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
320,2-STORY 1946 & NEWER,75,8004,Level,Somerset,Adjacent Railroad,8,5,2009,110,544,288,832,1103,1935,3,Average,8,0,Finished,2,Home was not completed when last assessed (associated with New Homes),263435,215K or more,150,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
321,2-STORY 1946 & NEWER,75,9803,Level,Somerset,Normal,7,5,2005,0,400,466,866,902,1768,3,Good,7,0,Rough Finished,2,Normal Sale,226700,215K or more,108,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
322,1-STORY 1946 & NEWER,75,7862,Level,Somerset,Normal,6,5,2009,0,27,1191,1218,0,1218,2,Good,4,0,Finished,2,Home was not completed when last assessed (associated with New Homes),208300,165K up to 215K,102,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
323,1-STORY 1946 & NEWER,62,7500,Level,Somerset,Normal,7,5,2005,0,0,1257,1266,0,1266,3,Good,6,1,Unfinished,2,Normal Sale,176000,165K up to 215K,182,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
324,2-STORY 1946 & NEWER,75,9375,Level,Somerset,Normal,7,5,2003,0,0,912,912,1182,2094,4,Good,8,1,Finished,2,Normal Sale,263000,215K or more,364,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
325,2-STORY PUD,34,3604,Level,Somerset,Normal,7,5,2007,0,0,689,703,689,1392,2,Good,5,0,Unfinished,2,"Abnormal Sale -  trade, foreclosure, short sale",146000,132K up to 165K,102,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
326,2-STORY PUD,30,3182,Level,Somerset,Normal,7,5,2004,0,0,600,600,600,1200,2,Good,4,0,Rough Finished,2,Normal Sale,151000,132K up to 165K,172,2,1,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
327,2-STORY PUD,0,2117,Level,Somerset,Normal,6,5,2000,513,420,336,756,756,1512,2,Good,4,1,Unfinished,2,Normal Sale,168500,165K up to 215K,32,2,1,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
328,2-STORY 1946 & NEWER,0,7050,Level,Somerset,Normal,7,5,2001,0,738,319,1057,872,1929,3,Good,7,1,Finished,2,Normal Sale,226000,215K or more,235,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
